(631,5170) 68955 106627 64435 118080 132546 101104 3439 200296 284136 161381 3439 150458 82770 302218 27520 89177 29002 43023 20155 10096 106627 8567 99843 89177 8595 187260 38298 29255 60235 68955 77397 53914 16884 17225 35805 33671 10096 49172 111778 132546 29598 95823 49387 150458 110506 81211 137364 49387 99843 34499 79431 234329 101104 302218 26306 77397 137364 31128 89177 37336 34382 79431 150458 30081 19724 111778 99476 99843 29598 29002 37423 31371 32204 3470 25885 17225 17225 82102 17225 20155 31128 43023 3439 29598 34499 87782 89186 82770 95068 3470 25885 25885 19710 150458 103403 8701 41169 79308 150458 41169
(21080,33919) 34510 35805 90674 3439 3470 87085 89186 89177 5170 133513 34499 13546 37336 77397 20155 107997 64435 10096 161381 116849 107997 41169 78814 135350 36984 99843 89207 64435 90674 88486 302218 49172 211485 99034 60235 23939 79308 64435 89207 187260 29002 106627 60235 110506 87085 37336 99476 111778 8567 99843 116849 10096 37423 23939 69173 25885 22782 89207 36984 88486 22782 28377 95086 28377 8701 234329 161381 302218 21553 8782 31371 34382 79431 84957 5170 161381 21553 29598 22782 49387 103403 23939 13546 197453 35805 41169 95086 25885 133513 126673 34382 82102 30081 41169 19710 34510 79431 38298 211485 19710
(1892,77397) 90674 10096 38298 20155 3439 49172 68955 284136 8701 26306 34510 133513 8782 20155 21553 82770 22782 67256 116849 150863 8701 60235 32204 25885 150863 39087 37423 135350 103403 95823 34382 101104 78814 95823 82102 69173 15072 88486 106627 32204 27520 28377 135350 234329 103403 302218 29002 19724 103403 15072 5170 150458 150458 82102 8567 90674 98724 133513 84957 135350 33671 104086 27208 29255 110506 37423 126673 99476 27208 95068 89186 90674 26306 98724 87782 98724 98724 187260 23939 19710 87085 27208 98724 81211 29002 200296 78814 110506 39087 20155 135350 20155 88486 29002 211485 25885 87085 137364 23939 239850
(1892,41169) 3470 133513 79431 111778 39087 111778 10096 81211 116849 19710 29255 21553 82770 22782 49387 30081 111778 22782 68955 79431 79431 106627 84957 37423 98724 104086 37423 15072 200296 37423 10096 110506 302218 234329 99476 3439 82102 302218 21553 8595 27520 22782 87085 68955 33919 133513 34382 118080 5170 89186 89186 29255 8701 82770 5170 132546 187260 98724 99034 28148 82102 82770 104086 31128 302218 10096 29255 34510 118080 37336 302218 89186 118080 111778 3470 8567 116849 110506 82102 19724 60235 43397 111778 5170 111778 29002 34499 106627 28148 31371 239850 19710 110506 239850 101104 36984 118080 234329 49172 95823
(3311,3470) 29598 197453 187260 35805 99843 161381 98724 25885 81211 200296 133513 49387 49172 34510 69173 211485 49387 90674 106627 79308 79308 88486 8782 27520 30081 103403 88486 197453 211485 88486 29255 64435 60235 20155 239850 126673 17225 87782 234329 78814 239850 29598 133513 43397 5170 89186 95823 132546 84957 78814 82102 43397 28377 21553 10096 84957 161381 234329 20155 90674 137364 135350 23939 161381 8595 101104 90674 133513 8567 99034 101104 60235 239850 64435 99034 30081 41169 197453 95068 133513 95068 211485 69173 27520 87085 79308 111778 16884 3439 81211 90674 89186 110506 8782 20155 10096 87782 64435 106627 81211
(3311,89177) 137364 135350 211485 17225 95068 150458 101104 99843 87782 302218 95068 137364 13546 23939 110506 29002 211485 239850 89186 239850 89186 101104 200296 99843 15072 132546 29255 82770 126673 37336 87085 137364 35805 77397 5170 64435 87085 36984 43023 28377 126673 101104 10096 79308 25885 69173 64435 49387 15072 29255 41169 79308 31128 95068 25885 99034 79431 87782 29002 87085 150458 99843 284136 126673 8567 79308 95086 10096 239850 10096 197453 284136 37336 8782 15072 88486 99034 43023 110506 135350 41169 79308 132546 197453 302218 37423 8595 8567 239850 234329 110506 90674 49172 200296 23939 29598 8595 29255 31128 36984
(3311,116849) 69173 16884 3439 99034 284136 35805 99843 90674 35805 81211 77397 95823 43023 87782 84957 31371 82770 3439 23939 239850 82102 35805 99034 37423 36984 95086 79431 82102 35805 29598 234329 29255 8567 8567 95068 49387 17225 77397 27520 27520 187260 15072 95823 37423 90674 99843 126673 284136 49387 37423 15072 30081 95086 8782 111778 82770 35805 21553 34499 13546 197453 82770 82770 29598 43397 34499 187260 41169 29255 200296 34510 29255 36984 89186 16884 132546 103403 20155 77397 284136 29255 95823 27520 103403 27520 15072 106627 82770 36984 197453 99843 10096 3439 31128 49172 34382 197453 118080 13546 41169
(463,13546) 5170 3439 53914 34499 31128 99843 137364 39087 28148 106627 27520 95086 8567 68955 99476 197453 15072 33671 150863 43023 133513 53914 200296 63689 34382 49387 15072 8701 87782 239850 118080 39087 89177 41169 37423 22782 33671 20155 31128 29255 29255 137364 30081 239850 99034 28377 88486 43397 90674 99843 10096 29255 95823 29002 77397 26306 39087 49387 19710 5170 126673 187260 101104 106627 63689 8567 8567 49172 8701 29598 8567 49172 84957 36984 87782 3470 95086 33671 161381 5170 118080 234329 135350 99034 26306 34382 78814 187260 82102 8595 32204 107997 200296 22782 33671 19710 30081 34499 200296 187260
(463,104086) 284136 28148 8567 49172 28377 26306 234329 30081 107997 79308 34499 16884 84957 211485 34382 43397 27208 95068 36984 99843 64435 8595 38298 111778 150458 17225 118080 133513 126673 239850 8567 111778 98724 41169 49387 39087 81211 35805 33671 49387 3439 49172 133513 37423 132546 25885 25885 34499 132546 8701 200296 82770 19710 53914 68955 82102 118080 43023 16884 29255 284136 43023 35805 187260 99843 22782 84957 197453 187260 81211 150863 95068 5170 106627 29255 41169 8701 26306 29255 32204 150458 99843 89177 25885 28377 197453 137364 37336 28377 60235 8701 87782 95823 38298 16884 19710 32204 38298 118080 89177
(3982,37336) 27208 77397 211485 95823 53914 104086 10096 95068 81211 33671 88486 8782 135350 31371 41169 31371 69173 132546 10096 106627 150863 34510 8701 15072 98724 87085 69173 64435 28377 197453 37423 98724 79431 132546 30081 107997 82102 20155 5170 106627 23939 30081 95068 34510 34510 161381 15072 8567 64435 15072 49387 234329 77397 3470 53914 32204 79308 69173 8595 19710 79431 20155 32204 3439 8595 29255 30081 150458 31371 95823 67256 126673 30081 67256 19710 161381 39087 68955 98724 284136 43397 26306 15072 89177 28148 87782 104086 13546 3470 98724 106627 63689 68955 200296 81211 101104 63689 79308 39087 27520
