(17,69173) 19710 23939 30081 35805 78814 95823 126673 95086 31128 49387 8701 16884 49387 16884 103403 211485 8782 90674 8567 60235 87085 67256 132546 101104 43023 17225 31128 27520 161381 95068 8595 31371 29598 103403 31371 35805 111778 10096 37336 60235 234329 107997 79308 95086 284136 29255 211485 33919 137364 87782 43023 34499 126673 110506 49172 98724 39087 106627 37336 19710 89186 78814 302218 13546 101104 84957 34510 104086 10096 39087 99843 79308 39087 111778 26306 34510 21553 19724 64435 43023 79431 150863 43397 43023 37336 8701 37336 89177 22782 29255 25885 27520 20155 27520 32204 8701 32204 88486 106627 79308
(10,87782) 84957 104086 34382 32204 33919 29255 77397 29255 161381 239850 41169 21553 95823 49172 49172 23939 35805 15072 36984 19724 67256 27520 79431 79431 95086 78814 13546 99843 135350 99843 211485 132546 98724 82102 78814 15072 302218 5170 234329 53914 27520 106627 8567 81211 5170 200296 27208 133513 33671 13546 89186 95823 3470 302218 187260 81211 79308 8595 81211 68955 99034 3470 239850 30081 30081 27520 20155 99476 13546 82770 25885 16884 111778 79308 29255 99476 31371 27208 133513 81211 82770 8701 28377 20155 37423 90674 79308 8595 29002 89207 104086 13546 34499 150863 29002 67256 95068 89207 77397 34499
(11,81211) 69173 87782 103403 29002 34499 8782 3439 77397 41169 90674 77397 150458 19710 99843 33919 34510 41169 32204 211485 82770 29255 135350 43023 90674 8701 82102 187260 82102 99034 89177 27520 126673 37423 49172 33919 89207 43397 95086 41169 43397 33671 8567 161381 69173 35805 27520 82770 30081 33919 69173 3439 33919 43397 8595 8782 8782 79308 60235 37423 20155 34499 133513 116849 3470 88486 106627 89207 161381 99843 89177 16884 211485 23939 116849 22782 99034 82770 8782 32204 8782 23939 8782 101104 38298 41169 64435 133513 63689 3470 234329 15072 27520 3470 37423 34499 95086 3439 53914 15072 77397
(12,33919) 87782 107997 82770 29598 161381 64435 110506 67256 89207 27520 302218 90674 88486 99476 78814 43397 82770 8567 10096 20155 8567 20155 77397 79431 19724 104086 95086 26306 33671 239850 13546 38298 13546 69173 89207 67256 77397 16884 25885 64435 82770 87085 25885 200296 87782 78814 31371 111778 5170 78814 8701 67256 29255 150458 37336 49172 20155 38298 25885 84957 68955 19724 21553 63689 126673 39087 98724 90674 22782 15072 103403 197453 8782 15072 187260 34510 8595 8595 49387 87782 13546 150863 41169 81211 79308 68955 33671 3439 32204 29002 27520 34510 36984 35805 21553 53914 118080 95068 116849 101104
(32,239850) 23939 77397 27208 37423 28148 187260 87782 200296 15072 95086 27520 77397 68955 79308 10096 10096 132546 82770 3439 104086 37336 89186 29598 101104 99843 29002 20155 82770 101104 31128 13546 161381 99034 19710 22782 82770 84957 43023 31371 95068 89207 39087 37336 17225 26306 37423 126673 200296 3439 69173 39087 99034 106627 53914 89186 19710 22782 49172 26306 81211 49172 126673 78814 28148 19710 82770 110506 161381 90674 37336 89186 8567 10096 31128 95068 29002 3470 27520 161381 10096 34510 82102 82102 82102 29598 133513 78814 3439 284136 13546 81211 197453 31371 116849 107997 200296 10096 68955 38298 302218
(35,22782) 3470 30081 15072 187260 99476 28377 68955 10096 64435 79308 28377 60235 200296 133513 106627 26306 67256 43023 8782 161381 8567 33919 19724 104086 25885 10096 95823 137364 41169 99476 5170 8782 8701 20155 211485 239850 104086 107997 37336 63689 107997 99034 20155 27520 89186 31371 68955 67256 239850 104086 302218 26306 239850 60235 8595 30081 99843 41169 37423 103403 60235 53914 19710 284136 111778 29002 29598 106627 13546 29255 90674 95068 81211 95086 126673 78814 126673 87085 78814 41169 28377 95823 27520 150863 103403 17225 26306 101104 95086 82770 133513 234329 29255 29255 49172 37336 37336 95086 29255 3439
(39,64435) 234329 118080 32204 89186 126673 88486 15072 103403 284136 33919 43023 13546 284136 36984 39087 31371 111778 99476 84957 126673 22782 53914 10096 137364 15072 99843 95823 135350 37423 197453 150863 101104 89177 27520 39087 89177 28148 20155 8567 3470 211485 99034 26306 197453 284136 19710 27208 99843 99034 161381 3470 135350 107997 43397 197453 49387 30081 29255 116849 89186 37423 284136 82102 89177 26306 68955 5170 19724 63689 110506 8567 49387 126673 29255 101104 90674 99843 33919 111778 69173 197453 89207 89186 27208 99843 95086 33671 95823 22782 98724 98724 116849 87782 234329 37336 302218 132546 35805 34510 103403
(42,32204) 89207 87085 26306 89207 10096 68955 29598 81211 126673 90674 10096 82770 118080 133513 20155 95068 133513 17225 234329 79308 36984 16884 8701 79308 104086 116849 79431 99034 68955 95823 3470 197453 15072 19724 27520 34382 68955 95086 20155 19710 63689 16884 49172 28377 26306 30081 13546 53914 132546 37336 13546 43397 27208 43023 77397 53914 150863 79308 79431 8782 17225 211485 133513 17225 3439 104086 17225 87085 107997 95068 103403 37423 90674 239850 98724 101104 29002 37423 31371 133513 39087 84957 68955 104086 133513 8595 68955 81211 87782 23939 33671 23939 34499 101104 79431 90674 103403 101104 197453 16884
(44,15072) 27208 89207 81211 41169 69173 63689 68955 17225 13546 5170 29598 8701 103403 110506 79308 132546 31371 95823 78814 99843 21553 89207 28148 89177 16884 239850 106627 118080 84957 82770 211485 21553 60235 34499 89207 43397 111778 53914 95086 27520 197453 3439 33919 95068 78814 29598 116849 31371 95823 8595 16884 200296 137364 110506 31128 197453 99034 41169 37336 38298 284136 41169 135350 21553 8595 84957 43023 116849 23939 284136 30081 302218 116849 88486 35805 35805 8595 89177 49172 22782 5170 37336 87085 8567 8595 99843 49172 27208 126673 41169 99843 161381 99843 69173 53914 87782 89177 133513 31371 29002
(50,3470) 239850 99034 30081 13546 32204 132546 34499 90674 82770 234329 99034 135350 101104 35805 103403 16884 16884 89207 68955 302218 95068 29255 116849 25885 29598 197453 95823 79431 8595 150863 87085 34382 89177 84957 33919 87085 68955 211485 126673 22782 99843 53914 132546 30081 22782 106627 3439 19724 21553 89177 68955 89207 27208 27520 27520 29598 81211 81211 33919 197453 35805 8567 16884 33671 10096 8567 135350 99476 43023 5170 8782 107997 84957 116849 234329 95068 3439 197453 31371 126673 15072 89186 99843 79431 150863 27520 239850 28377 95068 64435 89207 89207 99034 137364 89177 29598 29255 28377 23939 137364
